brand,model,processor_brand,processor_name,processor_generation,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,touchscreen,microsoft_office,latest_price,old_price,discount,star_rating,ratings,reviews,latest_price_myr,old_price_myr,discount_myr,total_storage_gb,storage_type,performance_category,price_category,brand_popularity,value_score
DELL,Unknown,Intel,Core i3,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14.0,1,True,False,60790,78307,22,4.4,10,1,2942.24,3790.06,22.37,512,SSD,Medium,Mid-range,154,0.014954592419381152
HP,Unknown,Intel,Core i3,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,0,False,False,45650,55202,17,4.1,39,4,2209.46,2671.78,17.3,512,SSD,Medium,Mid-range,142,0.0723706244964833
DELL,Vostro,Intel,Core i3,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,1,False,True,41990,49826,15,3.9,29,7,2032.32,2411.58,15.73,512,SSD,Medium,Mid-range,154,0.05565068493150685
DELL,Inspiron,Intel,Core i3,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,False,45490,60046,24,4.2,43,4,2201.72,2906.23,24.24,512,SSD,Medium,Mid-range,154,0.08202677906364116
ASUS,VivoBook,Intel,Core i3,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.1,1,False,True,44990,58990,23,0.0,0,0,2177.52,2855.12,23.73,512,SSD,Medium,Mid-range,242,0.0
Lenovo,IdeaPad,Intel,Core i3,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,2,False,True,42990,63790,32,4.4,984,99,2080.72,3087.44,32.61,512,SSD,Medium,Mid-range,145,2.0808181783228887
HP,15s,Intel,Core i3,11th,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,45490,46990,3,4.3,523,66,2201.72,2274.32,3.19,512,SSD,Basic,Mid-range,142,1.0214287011972458
HP,Unknown,Intel,Core i3,10th,4,DDR4,512,0,Windows,32-bit,0,Casual,15.6,0,False,False,38799,47916,19,4.4,30,1,1877.87,2319.13,19.03,512,SSD,Basic,Budget,142,0.07029240575758705
HP,Pavilion,Intel,Core i3,11th,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,True,True,69267,0,0,0.0,0,0,3352.52,0.0,-inf,512,SSD,Basic,Mid-range,142,0.0
ASUS,VivoBook,Intel,Core i3,11th,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,True,51649,62990,18,0.0,0,0,2499.81,3048.72,18.0,512,SSD,Basic,Mid-range,242,0.0
HP,Unknown,Intel,Core i3,11th,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,47990,51165,6,4.3,1605,215,2322.72,2476.39,6.21,512,SSD,Basic,Mid-range,142,2.9713008886133503
ASUS,VivoBook,Intel,Core i3,10th,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,False,40990,49990,18,4.4,4008,519,1983.92,2419.52,18.0,512,SSD,Basic,Budget,242,8.889068107584983
ASUS,Unknown,Intel,Core i3,10th,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,42990,50990,15,4.4,1869,234,2080.72,2467.92,15.69,512,SSD,Basic,Mid-range,242,3.95228574724134
ASUS,VivoBook,Intel,Core i3,11th,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,False,44890,56999,21,3.9,7,0,2172.68,2758.75,21.24,512,SSD,Basic,Mid-range,242,0.01256512694000037
ASUS,VivoBook,Intel,Core i3,10th,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,False,41490,49990,17,4.4,4008,519,2008.12,2419.52,17.0,512,SSD,Basic,Mid-range,242,8.781945302073582
HP,15s,Intel,Core i3,11th,4,DDR4,512,0,Windows,32-bit,0,ThinNlight,15.6,1,False,False,50990,51748,1,0.0,0,0,2467.92,2504.6,1.46,512,SSD,Basic,Mid-range,142,0.0
HP,Unknown,Intel,Core i3,11th,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,48900,50000,2,4.3,1278,135,2366.76,2420.0,2.2,512,SSD,Basic,Mid-range,142,2.321908431780155
DELL,Vostro,Intel,Core i3,10th,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,0,False,False,41790,54784,23,0.0,0,0,2022.64,2651.55,23.72,512,SSD,Basic,Mid-range,154,0.0
Lenovo,Ideapad,Intel,Core i3,11th,4,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,True,True,57999,85000,31,3.4,10,2,2807.15,4114.0,31.77,512,SSD,Basic,Mid-range,145,0.012111928468375398
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,False,False,45930,58229,21,0.0,0,0,2223.01,2818.28,21.12,512,SSD,Medium,Mid-range,154,0.0
HP,Pavilion,Intel,Core i3,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14.0,1,True,True,55490,65853,15,4.3,143,15,2685.72,3187.29,15.74,512,SSD,Medium,Mid-range,142,0.22895164052842443
ASUS,VivoBook,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64-bit,0,Casual,14.1,1,False,False,32890,46990,30,3.9,28,4,1591.88,2274.32,30.01,1024,HDD,Medium,Budget,242,0.06859813553785461
Lenovo,IdeaPad,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,35990,57290,37,4.0,2124,233,1741.92,2772.84,37.18,1024,HDD,Medium,Budget,145,4.87737668779278
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,0,False,False,42490,50693,16,4.0,276,40,2056.52,2453.54,16.18,1024,HDD,Medium,Mid-range,154,0.5368292066208935
DELL,Vostro,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,14.0,0,False,False,42190,44780,5,3.9,250,21,2042.0,2167.35,5.78,1024,HDD,Medium,Mid-range,154,0.47747306562193925
DELL,Vostro,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,14.0,1,False,True,39490,54517,27,4.0,1917,189,1911.32,2638.62,27.56,1024,HDD,Medium,Budget,154,4.011887072808321
HP,15s,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,43690,48933,10,4.1,4999,490,2114.6,2368.36,10.71,1024,HDD,Medium,Mid-range,142,9.69256596992339
ASUS,VivoBook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,1,False,False,35990,48990,26,3.8,17,0,1741.92,2371.12,26.54,1024,HDD,Basic,Budget,242,0.03708551483420593
DELL,3000,Intel,Core i3,11th,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,False,False,43800,55506,21,4.2,17,0,2119.92,2686.49,21.09,1024,HDD,Medium,Mid-range,154,0.033680516245896075
Lenovo,Unknown,Intel,Core i3,10th,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,False,False,38990,55890,30,0.0,0,0,1887.12,2705.08,30.24,1024,HDD,Medium,Budget,145,0.0
ASUS,VivoBook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,False,34990,40990,14,3.7,4203,490,1693.52,1983.92,14.64,1024,HDD,Basic,Budget,242,9.18270820539468
ASUS,VivoBook,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,1,False,False,38900,51990,25,3.9,13,0,1882.76,2516.32,25.18,1024,HDD,Medium,Budget,242,0.026928551700694723
DELL,Inspiron,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,False,39990,55534,27,3.8,15,1,1935.52,2687.85,27.99,1024,HDD,Basic,Budget,154,0.029449450276928163
DELL,INSPIRON,Intel,Core i3,10th,4,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,False,False,40890,45990,11,4.0,527,46,1979.08,2225.92,11.09,1024,HDD,Basic,Budget,154,1.0651413788224833
Lenovo,Unknown,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,False,36990,57990,36,3.7,103,10,1790.32,2806.72,36.21,1024,HDD,Basic,Budget,145,0.2128669735019438
HP,15s,Intel,Core i3,11th,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,39990,45514,12,3.9,324,45,1935.52,2202.88,12.14,1024,HDD,Basic,Budget,142,0.6528478135074811
HP,Unknown,Intel,Core i3,11th,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,41990,47264,11,4.0,69,5,2032.32,2287.58,11.16,1024,HDD,Basic,Mid-range,142,0.1358053849787435
DELL,Unknown,Intel,Core i3,11th,4,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,False,False,43970,46138,4,3.9,16,0,2128.15,2233.08,4.7,1024,HDD,Basic,Mid-range,154,0.029321241453844887
HP,Notebook,Intel,Core i3,11th,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,False,39790,43296,8,3.9,40,3,1925.84,2095.53,8.1,1024,HDD,Basic,Budget,142,0.08100361400739418
ASUS,Unknown,Intel,Core i3,10th,4,DDR4,0,1024,Windows,32-bit,0,ThinNlight,15.6,0,False,False,35590,45990,22,3.4,12,1,1722.56,2225.92,22.61,1024,HDD,Basic,Budget,242,0.02368567713171094
HP,14s,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,36490,42787,14,3.8,1146,175,1766.12,2070.89,14.72,1024,HDD,Basic,Budget,142,2.4657441170475396
ASUS,VivoBook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,38990,45990,15,4.0,1850,216,1887.12,2225.92,15.22,1024,HDD,Basic,Budget,242,3.921319258976642
ASUS,Unknown,Intel,Core i3,10th,4,DDR4,0,1024,Windows,32-bit,0,ThinNlight,15.6,0,False,False,33990,39990,15,3.7,43,7,1645.12,1935.52,15.0,1024,HDD,Basic,Budget,242,0.09671027037541334
DELL,Inspiron,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,1,False,True,43400,49000,11,4.1,231,26,2100.56,2371.6,11.43,1024,HDD,Basic,Mid-range,154,0.4508797653958944
ASUS,Chromebook,Intel,Celeron Dual,Unknown,4,LPDDR4,0,512,Windows,32-bit,0,Casual,15.6,0,False,False,24990,30990,19,4.2,502,93,1209.52,1499.92,19.36,512,HDD,Basic,Budget,242,1.7431708446325815
HP,15s,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,40750,43090,5,4.1,1096,116,1972.3,2085.56,5.43,1024,HDD,Basic,Budget,142,2.2783552197941486
DELL,Inspiron,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,43000,46629,7,4.1,313,35,2081.2,2256.84,7.78,1024,HDD,Basic,Mid-range,154,0.6166154141841246
ASUS,Vivo,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,0,False,False,38000,42990,11,4.7,7,0,1839.2,2080.72,11.61,1024,HDD,Basic,Budget,242,0.017888212266202696
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,14.96,1,False,True,37990,51493,26,3.7,265,46,1838.72,2492.26,26.22,1024,HDD,Medium,Budget,154,0.5332513922728854
HP,DA,Intel,Core i3,7th,8,DDR4,0,1024,Windows,64-bit,2,Casual,15.6,0,False,False,49279,0,0,4.5,38,3,2385.1,0.0,-inf,1024,HDD,Medium,Mid-range,142,0.07169510712339106
Lenovo,Unknown,Intel,Core i3,10th,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,False,False,38999,50990,23,3.6,7,2,1887.55,2467.92,23.52,1024,HDD,Medium,Budget,145,0.013350639718153161
ASUS,Unknown,Intel,Core i3,11th,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,False,False,41500,51990,20,3.0,4,0,2008.6,2516.32,20.18,1024,HDD,Medium,Mid-range,242,0.005974310465000498
acer,Unknown,Intel,Core i3,11th,4,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,False,False,36999,45000,17,0.0,0,0,1790.75,2178.0,17.78,1024,HDD,Basic,Budget,58,0.0
DELL,Unknown,Intel,Core i3,11th,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,False,False,42900,55351,22,0.0,0,0,2076.36,2678.99,22.49,1024,HDD,Medium,Mid-range,154,0.0
ASUS,Chromebook,Intel,Celeron Dual,Unknown,4,LPDDR4,0,512,Windows,32-bit,0,Casual,15.6,0,False,False,21490,25990,17,3.9,818,113,1040.12,1257.92,17.31,512,HDD,Basic,Budget,242,3.0671460985270933
DELL,Insprion,Intel,Core i3,11th,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,False,False,41480,48990,15,3.8,25,4,2007.63,2371.12,15.33,1024,HDD,Medium,Mid-range,154,0.04731947619830347
ASUS,VivoBook,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,0,False,False,32990,43990,25,2.0,12,0,1596.72,2129.12,25.01,1024,HDD,Medium,Budget,242,0.015030813166992334
ASUS,VivoBook,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,1,False,False,38680,51990,25,3.2,17,1,1872.11,2516.32,25.6,1024,HDD,Medium,Budget,242,0.029058121584735943
ASUS,Chromebook,Intel,Celeron Dual,Unknown,4,LPDDR4,0,512,Windows,32-bit,0,Casual,15.6,0,False,False,23990,29990,20,4.1,974,170,1161.12,1451.52,20.01,512,HDD,Basic,Budget,242,3.439265536723164
DELL,Unknown,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,14.96,0,False,False,40390,54992,26,3.2,83,15,1954.88,2661.61,26.55,1024,HDD,Medium,Budget,154,0.13586511704043217
ASUS,VivoBook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,14.1,0,False,False,33990,39990,15,3.4,31,6,1645.12,1935.52,15.0,1024,HDD,Basic,Budget,242,0.06406827465473643
DELL,Vostro,Intel,Core i3,10th,8,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,41490,54782,24,5.0,7,5,2008.12,2651.45,24.26,1280,Hybrid,Medium,Mid-range,154,0.017429237296575903
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,0,False,False,45490,60371,24,4.3,207,16,2201.72,2921.96,24.65,1280,Hybrid,Medium,Mid-range,154,0.4042748396708028
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,0,False,False,44490,57479,22,4.3,844,103,2153.32,2781.98,22.6,1280,Hybrid,Medium,Mid-range,154,1.6853974328014414
ASUS,VivoBook,Intel,Core i3,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,14.1,1,False,True,41890,57990,27,4.2,53,6,2027.48,2806.72,27.76,1280,Hybrid,Medium,Mid-range,242,0.1097914652672283
DELL,Vostro,Intel,Core i3,11th,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,14.0,1,False,True,42990,43126,0,4.1,62,7,2080.72,2087.3,0.32,1280,Hybrid,Basic,Mid-range,154,0.12216924910607867
acer,Travelmate,Intel,Core i3,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,14.0,0,False,False,40990,60000,31,4.2,38,2,1983.92,2904.0,31.68,1280,Hybrid,Medium,Budget,58,0.08044679220936328
DELL,Inspiron,Intel,Core i3,11th,8,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,False,48990,59990,18,4.1,724,92,2371.12,2903.52,18.34,1280,Hybrid,Medium,Mid-range,154,1.2518978373089509
DELL,Vostro,Intel,Core i3,11th,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,43590,59781,27,0.0,0,0,2109.76,2893.4,27.08,1280,Hybrid,Basic,Mid-range,154,0.0
DELL,Inspiron,Intel,Core i3,10th,4,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,False,False,44690,60122,25,4.3,9,0,2163.0,2909.9,25.67,1280,Hybrid,Basic,Mid-range,154,0.017891816920943132
ASUS,ExpertBook,Intel,Core i3,10th,4,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,0,False,False,40990,51990,21,0.0,0,0,1983.92,2516.32,21.16,1280,Hybrid,Basic,Budget,242,0.0
DELL,Vostro,Intel,Core i3,11th,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,43990,56743,22,0.0,0,0,2129.12,2746.36,22.47,1280,Hybrid,Basic,Mid-range,154,0.0
DELL,Vostro,Intel,Core i3,11th,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,43590,57863,24,0.0,0,0,2109.76,2800.57,24.67,1280,Hybrid,Basic,Mid-range,154,0.0
DELL,Vostro,Intel,Core i3,10th,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,41390,51976,20,4.2,56,7,2003.28,2515.64,20.37,1280,Hybrid,Basic,Mid-range,154,0.11740745177908231
DELL,Vostro,Intel,Core i3,10th,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,44290,57858,23,0.0,0,0,2143.64,2800.33,23.45,1280,Hybrid,Basic,Mid-range,154,0.0
DELL,Inspiron,Intel,Core i3,11th,4,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,False,False,48999,57095,14,0.0,0,0,2371.55,2763.4,14.18,1280,Hybrid,Basic,Mid-range,154,0.0
DELL,Vostro,Intel,Core i3,11th,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,True,39990,45810,12,3.9,170,11,1935.52,2217.2,12.7,1280,Hybrid,Basic,Budget,154,0.3425436058526908
DELL,Unknown,Intel,Core i3,10th,8,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,0,False,False,46390,59101,21,2.9,95,5,2245.28,2860.49,21.51,1280,Hybrid,Medium,Mid-range,154,0.12270184564954036
HP,14a,Intel,Celeron Dual,Unknown,4,DDR4,0,512,Windows,64-bit,0,Casual,15.6,0,False,False,26470,31532,16,3.6,232,23,1281.15,1526.15,16.05,512,HDD,Basic,Budget,142,0.6519142957499122
HP,Chromebook,Intel,Celeron Dual,Unknown,4,DDR4,0,512,Windows,64-bit,0,Casual,15.6,0,False,False,27990,31532,11,3.8,596,65,1354.72,1526.15,11.23,512,HDD,Basic,Budget,142,1.6717845754104166
Lenovo,Celeron,Intel,Celeron Dual,Unknown,4,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,False,False,29999,37400,19,3.3,19,1,1451.95,1810.16,19.79,1024,HDD,Basic,Budget,145,0.04318330521023451
Lenovo,IdeaPad,Intel,Celeron Dual,Unknown,4,LPDDR4X,0,512,Windows,64-bit,0,Casual,15.6,0,False,False,25990,40490,35,3.7,84,16,1257.92,1959.72,35.81,512,HDD,Basic,Budget,145,0.2470745357415416
Lenovo,IdeaPad,Intel,Celeron Dual,Unknown,4,LPDDR4,0,512,Windows,32-bit,0,Casual,15.6,0,False,False,24990,34890,28,2.8,70,16,1209.52,1688.68,28.37,512,HDD,Basic,Budget,145,0.16204775448111647
acer,Predator,Intel,Core,Unknown,4,DDR4,0,512,Windows,32-bit,0,Casual,15.6,0,False,False,99990,149999,33,4.5,1336,186,4839.52,7259.95,33.34,512,HDD,Basic,High-end,58,1.2422719608556219
acer,Aspire,Intel,Core i5,Unknown,8,DDR5,0,512,Windows,32-bit,4,Casual,15.6,0,False,False,50990,89999,43,4.4,10966,1185,2467.92,4355.95,43.34,512,HDD,Medium,Mid-range,58,19.551038931569906
acer,Spin,Intel,Core i5,Unknown,8,LPDDR4,0,512,Windows,32-bit,0,Casual,15.6,1,False,False,119990,124900,3,4.0,1,1,5807.52,6045.16,3.93,512,HDD,Medium,High-end,58,0.0006887621566520649
acer,Swift,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,0,Casual,15.6,0,False,False,94190,124999,24,4.3,31,6,4558.8,6049.95,24.65,512,HDD,Medium,High-end,58,0.029240150916907952
ASUS,ROG,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,4,Casual,15.6,0,False,False,106167,120990,12,4.5,1881,241,5138.48,5855.92,12.25,512,HDD,Medium,High-end,242,1.647277015771201
DELL,Unknown,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,4,Casual,15.6,1,False,False,68090,69500,2,1.6,23,4,3295.56,3363.8,2.03,512,HDD,Medium,Mid-range,154,0.01116653922246902
DELL,XPS,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,0,ThinNlight,15.6,1,False,False,139990,155720,10,0.0,0,0,6775.52,7536.85,10.1,512,HDD,Medium,High-end,154,0.0
HP,15s,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,0,ThinNlight,15.6,0,False,False,55990,63179,11,4.0,818,109,2709.92,3057.86,11.38,512,HDD,Medium,Mid-range,142,1.2074157170691386
HP,Omen,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,4,Casual,15.6,0,False,False,102551,0,0,0.0,0,0,4963.47,0.0,-inf,512,HDD,Medium,High-end,142,0.0
lenovo,Ideapad,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,0,Casual,15.6,0,False,False,72990,90000,18,4.2,204,19,3532.72,4356.0,18.9,512,HDD,Medium,Mid-range,3,0.24253266604769133
Lenovo,Ideapad,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,2,Casual,15.6,0,False,False,46990,62290,24,4.2,4428,569,2274.32,3014.84,24.56,512,HDD,Medium,Mid-range,145,8.177213408843084
MICROSOFT,Surface,Intel,Core i5,10th,8,LPDDR4X,128,0,Windows,64-bit,0,Casual,15.6,0,True,False,100190,104999,4,4.4,56,8,4849.2,5081.95,4.58,128,SSD,Medium,High-end,3,0.050812505155489573
Smartron,t.book,Intel,Core i5,7th,8,DDR3,128,0,Windows,64-bit,0,Casual,15.6,0,True,False,52990,55999,5,3.5,30,9,2564.72,2710.35,5.37,128,SSD,Medium,Mid-range,3,0.040940141613899375
MICROSOFT,Surface,Intel,Core i5,8th,8,DDR3,128,0,Windows,64-bit,0,Casual,15.6,0,True,False,91999,0,0,4.5,49,8,4452.75,0.0,-inf,128,SSD,Medium,High-end,3,0.049519959575543206
Smartron,t.book,Intel,Core i5,7th,4,DDR3,128,0,Windows,64-bit,0,Casual,12.2,0,True,False,52990,55999,5,3.9,28,4,2564.72,2710.35,5.37,128,SSD,Medium,Mid-range,3,0.042577747278455355
HP,Pavilion,Intel,Core i5,8th,8,DDR4,128,0,Windows,64-bit,0,ThinNlight,13.3,1,False,False,76012,0,0,4.3,129,16,3678.98,0.0,-inf,128,SSD,Medium,Mid-range,142,0.15077548668380908
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,2,False,True,49490,75390,34,4.3,365,35,2395.32,3648.88,34.35,256,SSD,Medium,Mid-range,145,0.6552360436183892
lenovo,Yoga,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,0,Casual,15.6,0,False,False,102990,139890,26,4.6,79,14,4984.72,6770.68,26.38,512,HDD,Medium,High-end,3,0.07290279092907925
acer,Swift,Intel,Core i5,7th,8,DDR3,256,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,86867,99999,13,4.4,39,3,4204.36,4839.95,13.13,256,SSD,Medium,High-end,58,0.04081477323540326
LG,Gram,Intel,Core i5,10th,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,0,False,False,76990,104000,25,4.5,15,7,3726.32,5033.6,25.97,256,SSD,Medium,Mid-range,4,0.018114386311427897
LG,Gram,Intel,Core i5,11th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,0,False,False,76990,106000,27,0.0,0,0,3726.32,5130.4,27.37,256,SSD,Medium,Mid-range,4,0.0
ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,1,False,False,48990,58990,16,0.0,0,0,2371.12,2855.12,16.95,256,SSD,Medium,Mid-range,242,0.0
LG,Gram,Intel,Core i5,10th,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,0,False,False,62990,99000,36,4.6,68,20,3048.72,4791.6,36.37,256,SSD,Medium,Mid-range,4,0.10260043559264215
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,0,False,False,55990,71578,21,3.3,3,0,2709.92,3464.38,21.78,256,SSD,Medium,Mid-range,154,0.0036532443762177474
acer,Swift,Intel,Core i5,8th,8,DDR3,256,0,Windows,64-bit,0,ThinNlight,15.6,1,True,True,81998,82799,0,4.0,14,3,3968.7,4007.47,0.97,256,SSD,Medium,Mid-range,58,0.014110413989467585
HP,Spectre,Intel,Core i5,8th,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,1,True,True,136590,151133,9,0.0,0,0,6610.96,7314.84,9.62,256,SSD,Medium,High-end,142,0.0
acer,Swift,Intel,Core i5,8th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,13.3,1,False,False,59490,65546,9,3.5,33,7,2879.32,3172.43,9.24,256,SSD,Medium,Mid-range,58,0.040113637942291926
ASUS,VivoBook14,Intel,Core i5,11th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14.1,1,False,False,49800,66990,25,0.0,0,0,2410.32,3242.32,25.66,256,SSD,Medium,Mid-range,242,0.0
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,1,False,True,61999,68999,10,2.8,4,0,3000.75,3339.55,10.15,256,SSD,Medium,Mid-range,145,0.003732400233275014
HP,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,False,False,54990,70171,21,4.2,116,15,2661.52,3396.28,21.63,512,SSD,Medium,Mid-range,142,0.18305329285521058
HP,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,False,53990,70171,23,4.1,206,17,2613.12,3396.28,23.06,512,SSD,Medium,Mid-range,142,0.32321516042125886
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14.0,2,False,True,52990,74390,28,4.2,300,24,2564.72,3600.48,28.77,512,SSD,Medium,Mid-range,145,0.4912816993667925
HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,1,False,True,67990,78294,13,4.5,108,6,3290.72,3789.43,13.16,512,SSD,High,Mid-range,142,0.14768804395390675
ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,1,False,False,57990,81990,29,4.5,3712,412,2806.72,3968.32,29.27,512,SSD,Medium,Mid-range,242,5.951430851670278
Lenovo,Ideapad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,62300,101390,38,4.4,825,95,3015.32,4907.28,38.55,512,SSD,High,Mid-range,145,1.2038523274478332
realme,Book(Slim),Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14.0,1,False,True,52990,69999,24,4.4,3470,505,2564.72,3387.95,24.3,512,SSD,Medium,Mid-range,4,5.953086496771578
