brand,model,processor_brand,processor_name,processor_generation,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,touchscreen,microsoft_office,latest_price,old_price,discount,star_rating,ratings,reviews,latest_price_myr,old_price_myr,discount_myr,total_storage_gb,storage_type,performance_category,price_category,brand_popularity,value_score
Lenovo,X390,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,0,False,False,113590,120000,5,0.0,0,0,5497.76,5808.0,5.34,512,SSD,Medium,High-end,145,0.0
Mi,Notebook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,False,False,54990,59999,8,4.3,545,74,2661.52,2903.95,8.35,512,SSD,Medium,Mid-range,2,0.8805118879437314
ASUS,VivoBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,15.6,1,True,True,73990,84990,12,4.2,32,6,3581.12,4113.52,12.94,512,SSD,Medium,Mid-range,242,0.037530158162809406
LG,Gram,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,False,False,86990,130000,33,0.0,0,0,4210.32,6292.0,33.08,512,SSD,Medium,High-end,4,0.0
HP,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,61000,68000,10,4.3,1124,100,2952.4,3291.2,10.29,512,SSD,Medium,Mid-range,142,1.6370410513480558
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,15.6,1,True,False,99990,122990,18,4.9,35,6,4839.52,5952.72,18.7,512,SSD,Medium,High-end,242,0.035437398750289284
Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,67990,76915,11,4.8,9,0,3290.72,3722.69,11.6,512,SSD,Medium,Mid-range,145,0.013127826129236155
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,True,True,70799,89564,20,4.7,98,6,3426.67,4334.9,20.95,512,SSD,Medium,Mid-range,154,0.13441621165738166
Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,65990,75879,13,4.1,31,2,3193.92,3672.54,13.03,512,SSD,Medium,Mid-range,145,0.039794359282637005
ASUS,VivoBook,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,False,53690,58990,8,4.4,19,3,2598.6,2855.12,8.98,512,SSD,Medium,Mid-range,242,0.03217116909104903
MSI,Modern,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,False,55990,67990,17,0.0,0,0,2709.92,3290.72,17.65,512,SSD,Medium,Mid-range,50,0.0
ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,True,53190,69990,24,4.5,11,0,2574.4,3387.52,24.0,512,SSD,Medium,Mid-range,242,0.019227781230577997
Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,32-bit,2,Casual,15.6,2,False,True,58999,65999,10,4.4,45,3,2855.55,3194.35,10.61,512,SSD,Medium,Mid-range,145,0.06933865630088774
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,15.6,3,False,False,71990,86000,16,0.0,0,0,3484.32,4162.4,16.29,512,SSD,Medium,Mid-range,154,0.0
HP,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,4,Casual,15.6,0,False,False,82000,89000,7,0.0,0,0,3968.8,4307.6,7.87,512,SSD,Medium,Mid-range,142,0.0
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,16.0,0,False,False,84990,104990,19,0.0,0,0,4113.52,5081.52,19.05,512,SSD,Medium,High-end,242,0.0
Lenovo,Thinpad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,0,False,False,89998,101525,11,0.0,0,0,4355.9,4913.81,11.35,512,SSD,Medium,High-end,145,0.0
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,15.6,1,True,False,99990,122990,18,0.0,0,0,4839.52,5952.72,18.7,512,SSD,Medium,High-end,242,0.0
ASUS,Zenbook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,15.6,0,False,False,84990,110990,23,0.0,0,0,4113.52,5371.92,23.43,512,SSD,Medium,High-end,242,0.0
Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,0,False,False,69899,73899,5,4.3,474,37,3383.11,3576.71,5.41,512,SSD,Medium,Mid-range,145,0.6024634138411106
DELL,Inpiron,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,1,False,False,79990,117587,31,0.0,0,0,3871.52,5691.21,31.97,512,SSD,Medium,Mid-range,154,0.0
DELL,GAMING,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,1,False,False,76300,79999,4,4.2,6,0,3692.92,3871.95,4.62,512,SSD,Medium,Mid-range,154,0.0068238683751611195
Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,False,True,55999,89999,37,0.0,0,0,2710.35,4355.95,37.78,512,SSD,Medium,Mid-range,145,0.0
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,False,False,72900,74900,2,3.9,24,4,3528.36,3625.16,2.67,512,SSD,Medium,Mid-range,154,0.0265279053157841
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,True,True,73990,92600,20,4.5,195,17,3581.12,4481.84,20.1,512,SSD,Medium,Mid-range,154,0.24503507282637835
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4,512,0,Windows,64-bit,0,ThinNlight,16.0,0,False,False,84990,104990,19,0.0,0,0,4113.52,5081.52,19.05,512,SSD,Medium,High-end,242,0.0
DELL,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,2,Casual,16.0,0,False,False,73519,88400,16,0.0,0,0,3558.32,4278.56,16.83,512,SSD,Medium,Mid-range,154,0.0
HP,Spectre,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,1,True,False,126000,152042,17,5.0,2,1,6098.4,7358.83,17.13,512,SSD,Medium,High-end,142,0.0016397743670470944
lenovo,Yoga,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,0,Casual,15.6,0,False,False,171998,237890,27,0.0,0,0,8324.7,11513.88,27.7,512,HDD,Medium,Premium,3,0.0
ASUS,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,6,Casual,16.0,1,False,False,88990,129990,31,0.0,0,0,4307.12,6291.52,31.54,512,SSD,Medium,High-end,242,0.0
HP,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16.0,1,True,True,114999,138166,16,0.0,0,0,5565.95,6687.23,16.77,512,SSD,Medium,High-end,142,0.0
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,16.0,1,True,True,82990,94600,12,4.5,21,2,4016.72,4578.64,12.27,512,SSD,Medium,High-end,154,0.023526658567189152
acer,Intel,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,True,False,109999,0,0,0.0,0,0,5323.95,0.0,-inf,512,SSD,Medium,High-end,58,0.0
Lenovo,Yoga,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16.0,1,True,True,82990,117490,29,0.0,0,0,4016.72,5686.52,29.36,512,SSD,Medium,High-end,145,0.0
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,True,True,79990,88600,9,4.8,5,0,3871.52,4288.24,9.72,512,SSD,Medium,Mid-range,154,0.006199115592842088
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,16.0,1,True,False,114990,140990,18,0.0,0,0,5565.52,6823.92,18.44,512,SSD,Medium,High-end,242,0.0
HP,Spectre,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,16.0,1,True,False,129999,155436,16,0.0,0,0,6291.95,7523.1,16.36,512,SSD,Medium,High-end,142,0.0
MSI,GS,Intel,Core i5,8th,8,DDR5,512,0,Windows,32-bit,6,Casual,15.6,0,False,False,149990,169990,11,4.1,10,3,7259.52,8227.52,11.77,512,SSD,Medium,High-end,50,0.005647756325487085
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,16.0,0,False,False,71290,95136,25,0.0,0,0,3450.44,4604.58,25.07,512,SSD,Medium,Mid-range,154,0.0
DELL,Inspiron,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,1,False,True,79500,99433,20,4.3,10,1,3847.8,4812.56,20.05,512,SSD,Medium,Mid-range,154,0.01117521700712095
DELL,Inspiron,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,False,True,82990,107786,23,3.7,15,3,4016.72,5216.84,23.0,512,SSD,Medium,High-end,154,0.013817243920412677
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,False,True,70980,76094,6,4.4,138,23,3435.43,3682.95,6.72,512,SSD,Medium,Mid-range,154,0.1767464334886754
HP,430,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,0,Casual,15.6,0,False,False,94000,98000,4,0.0,0,0,4549.6,4743.2,4.08,512,SSD,Medium,High-end,142,0.0
DELL,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,16.0,0,True,False,82990,94890,12,4.4,16,3,4016.72,4592.68,12.54,512,SSD,Medium,High-end,154,0.017526738234181126
MSI,Prestige,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,16.0,1,False,False,79990,93489,14,4.9,11,4,3871.52,4524.87,14.44,512,SSD,Medium,Mid-range,50,0.01392218043559119
ASUS,Pro,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,False,False,85990,88990,3,0.0,0,0,4161.92,4307.12,3.37,512,SSD,Medium,High-end,242,0.0
ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,0,False,False,86990,0,0,0.0,0,0,4210.32,0.0,-inf,512,SSD,Medium,High-end,242,0.0
ASUS,ZenBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64-bit,2,Casual,15.6,1,False,True,105990,0,0,5.0,4,0,5129.92,0.0,-inf,512,SSD,Medium,High-end,242,0.003898696275965317
ASUS,ExpertBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64-bit,0,Casual,15.6,0,False,False,84990,141990,40,0.0,0,0,4113.52,6872.32,40.14,512,SSD,Medium,High-end,242,0.0
Lenovo,Ideapad,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,False,True,59999,80000,25,4.4,22,3,2903.95,3872.0,25.0,512,SSD,Medium,Mid-range,145,0.03333390726424354
Lenovo,Yoga,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,16.0,1,False,True,91999,92000,0,4.6,16,2,4452.75,4452.8,0.0,512,SSD,Medium,High-end,145,0.01652911122340127
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,16.0,1,True,True,78900,84900,7,3.6,16,1,3818.76,4109.16,7.07,512,SSD,Medium,Mid-range,154,0.01508343022342331
ASUS,ExpertBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64-bit,0,Casual,15.6,0,False,False,132790,172990,23,0.0,0,0,6427.04,8372.72,23.24,512,SSD,Medium,High-end,242,0.0
Nokia,PureBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,0,False,False,55990,82990,32,4.1,117,31,2709.92,4016.72,32.53,512,SSD,High,Mid-range,4,0.1770162956840054
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,0,False,False,60990,93690,34,3.9,14,6,2951.92,4534.6,34.9,512,SSD,Medium,Mid-range,145,0.01849643621778368
Avita,Liber,Intel,Core i5,7th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,13.3,0,False,False,65556,79990,18,0.0,0,0,3172.91,3871.52,18.04,512,SSD,Medium,Mid-range,8,0.0
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,0,False,False,70190,90783,22,3.5,6,3,3397.2,4393.9,22.68,512,SSD,High,Mid-range,154,0.006181561285764748
DELL,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,14.0,1,True,False,79590,106082,24,0.0,0,0,3852.16,5134.37,24.97,512,SSD,Medium,Mid-range,154,0.0
ASUS,TUF,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,1,False,False,76990,105990,27,0.0,0,0,3726.32,5129.92,27.36,512,SSD,Medium,Mid-range,242,0.0
Nokia,PureBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,0,False,False,52790,82990,36,4.0,5,0,2555.04,4016.72,36.39,512,SSD,Medium,Mid-range,4,0.007827666103074707
Avita,Liber,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,0,False,False,44990,76990,41,3.4,17,3,2177.52,3726.32,41.56,512,SSD,Medium,Mid-range,8,0.026543958264447626
ASUS,Intel,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,13.3,1,True,True,84990,115990,26,3.9,17,2,4113.52,5613.92,26.73,512,SSD,Medium,High-end,242,0.016117582994612883
Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,Casual,14.0,1,True,True,86999,109000,20,4.7,3,0,4210.75,5275.6,20.18,512,SSD,Medium,High-end,145,0.00334857210710681
HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,2,Casual,15.6,1,False,False,78000,89000,12,4.4,512,85,3775.2,4307.6,12.36,512,SSD,High,Mid-range,142,0.5967365967365968
Avita,Liber,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14.0,0,False,False,73063,76990,5,3.4,17,3,3536.25,3726.32,5.1,512,SSD,Medium,Mid-range,8,0.016344998232591022
HP,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,4,Casual,14.0,1,False,True,100990,113000,10,0.0,0,0,4887.92,5469.2,10.63,512,SSD,High,High-end,142,0.0
Lenovo,Ideapad,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,13.3,1,False,True,74990,83458,10,3.3,3,1,3629.52,4039.37,10.15,512,SSD,Medium,Mid-range,145,0.0027276334060702236
ASUS,ROG,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,0,False,False,75990,101990,25,4.6,1365,137,3677.92,4936.32,25.49,512,SSD,Medium,Mid-range,242,1.7072149475790661
Lenovo,Unknown,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,2,Casual,15.6,1,False,True,84086,0,0,3.5,8,3,4069.76,0.0,-inf,512,SSD,Medium,High-end,145,0.006880012580594432
ASUS,ASUS,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64-bit,4,Gaming,15.6,0,False,False,75990,116990,35,4.5,368,48,3677.92,5662.32,35.05,1024,SSD,Medium,Mid-range,242,0.45025449166920434
ASUS,TUF,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64-bit,4,Gaming,17.3,1,False,True,77990,115990,32,4.4,202,26,3774.72,5613.92,32.76,1024,SSD,Medium,Mid-range,242,0.23546117327907767
ASUS,ROG,Intel,Core i5,10th,8,DDR4,1024,0,Windows,64-bit,4,Casual,15.6,1,False,False,77990,149990,48,4.5,187,26,3774.72,7259.52,48.0,1024,SSD,Medium,Mid-range,242,0.22293044252288913
APPLE,MacBook,Intel,Core i5,10th,16,LPDDR4X,1024,0,Mac,64-bit,0,Casual,13.0,1,False,False,179990,194900,7,4.7,31,3,8711.52,9433.16,7.65,1024,SSD,High,Premium,22,0.0167249802560288
APPLE,MacBook,Intel,Core i5,10th,16,LPDDR4X,1024,0,Mac,64-bit,0,Casual,13.0,1,False,False,179990,194900,7,4.8,91,5,8711.52,9433.16,7.65,1024,SSD,High,Premium,22,0.05014050360901427
ASUS,ROG,Intel,Core i5,10th,8,DDR4,1024,0,Windows,64-bit,4,Casual,15.6,0,False,False,82990,107990,23,4.5,844,118,4016.72,5226.72,23.15,1024,SSD,Medium,High-end,242,0.9455476109860782
ASUS,TUF,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64-bit,4,Casual,16.0,1,False,False,87990,126990,30,0.0,0,0,4258.72,6146.32,30.71,1024,SSD,Medium,High-end,242,0.0
ASUS,F17,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64-bit,4,Casual,15.6,0,False,False,84500,105000,19,4.3,3,0,4089.8,5082.0,19.52,1024,SSD,Medium,High-end,242,0.003154188468873783
DELL,Inspiron,Intel,Core i5,11th,8,LPDDR4X,1024,0,Windows,64-bit,0,ThinNlight,13.3,0,False,False,74190,83417,11,4.5,21,3,3590.8,4037.38,11.06,1024,SSD,Medium,Mid-range,154,0.026317255207753146
Lenovo,ThinkBook,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64-bit,0,ThinNlight,13.3,1,False,True,64990,121608,46,3.0,4,0,3145.52,5885.83,46.56,1024,SSD,Medium,Mid-range,145,0.0038149495155014117
Lenovo,ThinkPad,Intel,Core i5,10th,8,DDR4,512,512,Windows,64-bit,0,ThinNlight,16.0,3,True,False,155411,0,0,0.0,0,0,7521.89,0.0,-inf,1024,Hybrid,Medium,High-end,145,0.0
Lenovo,ThinkPad,Intel,Core i5,10th,8,DDR4,512,512,Windows,64-bit,0,ThinNlight,15.6,3,True,False,125394,146680,14,0.0,0,0,6069.07,7099.31,14.51,1024,Hybrid,Medium,High-end,145,0.0
acer,Aspire,Intel,Core i5,11th,8,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,0,False,False,49990,65999,24,0.0,0,0,2419.52,3194.35,24.26,1024,HDD,Medium,Mid-range,58,0.0
acer,Aspire,Intel,Core i5,11th,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,14.0,1,False,False,46990,56999,17,3.8,253,28,2274.32,2758.75,17.56,1024,HDD,Medium,Mid-range,58,0.42271975799359807
DELL,Vostro,Intel,Core i5,11th,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,14.0,1,False,True,48990,70286,30,3.6,470,46,2371.12,3401.84,30.3,1024,HDD,Medium,Mid-range,154,0.7135868281655927
acer,Aspire,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64-bit,2,Casual,15.6,1,False,True,59999,62511,4,4.1,118,28,2903.95,3025.53,4.02,1024,HDD,Medium,Mid-range,58,0.166600664611994
ASUS,VivoBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,False,46990,55990,16,4.0,1444,179,2274.32,2709.92,16.07,1024,HDD,Medium,Mid-range,242,2.5396602061275457
MSI,GF63,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64-bit,4,Casual,15.6,2,False,False,52990,72990,27,4.1,1114,137,2564.72,3532.72,27.4,1024,HDD,Medium,Mid-range,50,1.7808571695935618
Lenovo,Unknown,Intel,Core i5,7th,8,DDR4,0,1024,Windows,32-bit,2,Casual,15.6,0,False,False,57999,82999,30,0.0,0,0,2807.15,4017.15,30.12,1024,HDD,Medium,Mid-range,145,0.0
Lenovo,B50-70,Intel,Core i5,4th,8,DDR3,0,1024,Windows,64-bit,0,Casual,15.6,0,False,False,52490,0,0,3.8,78,17,2540.52,0.0,-inf,1024,HDD,Medium,Mid-range,145,0.11666902838788909
Lenovo,Ideapad,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64-bit,4,Casual,15.6,1,False,False,56990,62594,8,4.0,21,5,2758.32,3029.55,8.95,1024,HDD,Medium,Mid-range,145,0.030453319411815886
acer,Aspire,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64-bit,2,ThinNlight,15.6,1,False,False,61990,62549,0,4.1,73,21,3000.32,3027.37,0.89,1024,HDD,Medium,Mid-range,58,0.09975602602389076
DELL,Unknown,Intel,Core i5,11th,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,False,False,58090,59990,3,0.0,0,0,2811.56,2903.52,3.17,1024,HDD,Medium,Mid-range,154,0.0
ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,0,False,False,56990,70990,19,0.0,0,0,2758.32,3435.92,19.72,1024,HDD,Medium,Mid-range,242,0.0
acer,Aspire,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,False,61597,0,0,0.0,0,0,2981.29,0.0,-inf,1024,HDD,Medium,Mid-range,58,0.0
ASUS,Pro,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,15.6,0,False,False,81990,0,0,0.0,0,0,3968.32,0.0,-inf,1024,HDD,Medium,Mid-range,242,0.0
ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,0,False,False,61249,68990,11,0.0,0,0,2964.45,3339.12,11.22,1024,HDD,Medium,Mid-range,242,0.0
DELL,Unknown,Intel,Core i5,11th,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,0,False,False,58990,68900,14,0.0,0,0,2855.12,3334.76,14.38,1024,HDD,Medium,Mid-range,154,0.0
ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64-bit,2,Casual,15.6,0,False,False,83990,0,0,0.0,0,0,4065.12,0.0,-inf,1024,HDD,Medium,High-end,242,0.0
MSI,GP65,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,6,Casual,15.6,0,False,False,145990,0,0,4.5,715,106,7065.92,0.0,-inf,512,HDD,Medium,High-end,50,0.455354716724786
MSI,GP76,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,8,Casual,15.6,0,False,False,179990,201990,10,4.4,24,5,8711.52,9776.32,10.89,512,HDD,Medium,Premium,50,0.012121879993388067
HP,Pavilion,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64-bit,2,Casual,15.6,1,False,True,64990,68270,4,4.3,23,4,3145.52,3304.27,4.8,1024,HDD,Medium,Mid-range,142,0.03144154225692413
HP,15q,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,1,False,False,46790,50190,6,4.2,3062,325,2264.64,2429.2,6.77,1024,HDD,Medium,Mid-range,142,5.678783382789318
HP,Unknown,Intel,Core i5,7th,4,DDR4,0,1024,Windows,64-bit,0,Casual,15.6,1,False,False,44599,0,0,4.1,122,12,2158.59,0.0,-inf,1024,HDD,Medium,Mid-range,142,0.23172533922606883
acer,Swift,Intel,Core i5,8th,8,DDR4,0,1024,Windows,64-bit,2,Casual,15.6,1,False,False,72964,73199,0,4.2,18,6,3531.46,3542.83,0.32,1024,HDD,Medium,Mid-range,58,0.021407576469788702
HP,250,Intel,Core i5,10th,8,DDR4,0,1024,Windows,32-bit,0,Casual,15.6,1,False,True,48790,54786,10,3.4,11,1,2361.44,2651.64,10.94,1024,HDD,Medium,Mid-range,142,0.015837793888474828
acer,Aspire,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64-bit,2,Casual,15.6,1,False,False,56491,0,0,3.2,30,6,2734.16,0.0,-inf,1024,HDD,Medium,Mid-range,58,0.035111332182461895
ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,32-bit,0,Casual,15.6,1,False,True,50990,70990,28,4.3,1188,127,2467.92,3435.92,28.17,1280,Hybrid,Medium,Mid-range,242,2.0699212292132643
ASUS,VivoBook,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64-bit,4,Gaming,15.6,0,False,False,55990,81990,31,4.5,23,0,2709.92,3968.32,31.71,1280,Hybrid,Medium,Mid-range,242,0.038193009387731
acer,Aspire,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,False,False,57990,69999,17,4.6,32,1,2806.72,3387.95,17.16,1280,Hybrid,Medium,Mid-range,58,0.0524455592292783
ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,False,False,52990,72990,27,0.0,0,0,2564.72,3532.72,27.4,1280,Hybrid,Medium,Mid-range,242,0.0
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,False,False,57990,74833,22,4.2,47,0,2806.72,3621.92,22.51,1280,Hybrid,Medium,Mid-range,154,0.07033120510774142
acer,Aspire,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,ThinNlight,15.6,1,False,False,56990,64999,12,4.0,27,2,2758.32,3145.95,12.32,1280,Hybrid,Medium,Mid-range,58,0.03915426781519185
acer,Travelmate,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,0,Casual,14.0,0,False,False,55490,60000,7,3.8,8,3,2685.72,2904.0,7.52,1280,Hybrid,Medium,Mid-range,58,0.011319124852925844
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,2,Casual,15.6,1,False,False,62490,86199,27,3.9,157,20,3024.52,4172.03,27.5,1280,Hybrid,Medium,Mid-range,154,0.2024453466996416
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64-bit,0,Casual,15.6,1,False,False,64990,85990,24,4.7,10,1,3145.52,4161.92,24.42,1280,Hybrid,High,Mid-range,242,0.01494188560238053
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,2,Casual,15.6,1,False,True,59990,93690,35,4.3,52,4,2903.52,4534.6,35.97,1280,Hybrid,Medium,Mid-range,145,0.07700997410040226
ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64-bit,2,Casual,15.6,1,False,True,60190,78990,23,4.4,33,4,2913.2,3823.12,23.8,1280,Hybrid,Medium,Mid-range,242,0.04984209803652342
ASUS,VivoBook,Intel,Core i5,9th,8,DDR4,256,1024,Windows,64-bit,4,Gaming,15.6,0,False,False,54490,77990,30,4.3,343,47,2637.32,3774.72,30.13,1280,Hybrid,Medium,Mid-range,242,0.5592419577449834
Lenovo,Legion,Intel,Core i5,9th,8,DDR4,256,1024,Windows,64-bit,4,Casual,15.6,1,False,True,60990,86690,29,4.3,131,17,2951.92,4195.8,29.65,1280,Hybrid,Medium,Mid-range,145,0.19082495460581586
DELL,Inspiron,Intel,Core i5,11th,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,14.9,1,False,True,55790,60078,7,4.2,41,4,2700.24,2907.78,7.14,1280,Hybrid,Medium,Mid-range,154,0.06377210914585371
